"Class","timestamp","day_of_week","is_weekend","is_holiday","apparent_temperature","temperature","is_start_of_semester"
"0",19813,4,0,0,55.77,55.77,0
"0",22813,4,0,0,56.04,56.04,0
"0",31214,4,0,0,55.26,55.26,0
"1",54015,4,0,0,58.28,58.28,0
"1",60015,4,0,0,57.24,57.24,0
"1",66613,4,0,0,57.76,57.76,0
"1",78615,4,0,0,57.73,57.73,0
"1",81013,4,0,0,57.28,57.28,0
"0",31214,5,1,0,57.18,57.18,0
"1",40812,5,1,0,60.7,60.7,0
"1",42013,5,1,0,60.7,60.7,0
"1",42613,5,1,0,60.7,60.7,0
"1",44413,5,1,0,61.84,61.84,0
"1",52813,5,1,0,62.74,62.74,0
"1",57015,5,1,0,62.95,62.95,0
"1",63014,5,1,0,60.57,60.57,0
"1",66012,5,1,0,59.26,59.26,0
"1",71415,5,1,0,59.26,59.26,0
"1",74414,5,1,0,57.97,57.97,0
"0",85813,5,1,0,56,56,0
"0",19813,6,1,0,53.31,53.31,0
"0",22812,6,1,0,53.31,53.31,0
"0",28817,6,1,0,55.04,55.04,0
"0",38413,6,1,0,57.55,57.55,0
"1",72016,6,1,0,58,58,0
"1",82814,6,1,0,55.76,55.76,0
"0",85814,6,1,0,55.76,55.76,0
"1",31816,0,0,0,52.8,52.8,0
"1",45616,0,0,0,62.16,62.16,0
"1",66013,0,0,0,65.98,65.98,0
"1",78615,0,0,0,62.46,62.46,0
"0",39018,1,0,0,61.87,61.87,0
"0",41425,1,0,0,62.05,62.05,0
"1",51620,1,0,0,65,65,0
"1",58813,1,0,0,62.99,62.99,0
"1",66013,1,0,0,60.26,60.26,0
"1",75619,1,0,0,59.24,59.24,0
"0",3015,2,0,0,57.97,57.97,0
"0",3615,2,0,0,58.01,58.01,0
"0",34215,2,0,0,57.8,57.8,0
"0",42626,2,0,0,60.27,60.27,0
"0",52823,2,0,0,58.93,58.93,0
"1",60622,2,0,0,58.97,58.97,0
"0",2415,3,0,0,60.72,60.72,0
"0",3015,3,0,0,60.72,60.72,0
"0",19814,3,0,0,58.73,58.73,0
"0",21615,3,0,0,58.73,58.73,0
"0",22815,3,0,0,58.73,58.73,0
"0",24616,3,0,0,58.73,58.73,0
"0",36016,3,0,0,59.24,59.24,0
"1",42627,3,0,0,59.22,59.22,0
"0",48018,3,0,0,62,62,0
"1",66615,3,0,0,58.46,58.46,0
"0",71415,3,0,0,58.18,58.18,0
"1",74414,3,0,0,58.53,58.53,0
"1",75615,3,0,0,58.28,58.28,0
"1",82818,3,0,0,59,59,0
"0",19815,4,0,0,58.73,58.73,0
"0",21015,4,0,0,58.73,58.73,0
"0",28817,4,0,0,59.55,59.55,0
"1",51613,4,0,0,62.24,62.24,0
"1",57616,4,0,0,62,62,0
"1",68416,4,0,0,61.77,61.77,0
"0",21014,5,1,0,61.24,61.24,0
"0",21614,5,1,0,61.24,61.24,0
"0",24614,5,1,0,61.24,61.24,0
"0",34213,5,1,0,61.28,61.28,0
"1",48614,5,1,0,61.93,61.93,0
"1",52213,5,1,0,60.73,60.73,0
"1",54015,5,1,0,61.24,61.24,0
"1",55212,5,1,0,61.24,61.24,0
"1",69613,5,1,0,58.8,58.8,0
"0",71415,5,1,0,58.8,58.8,0
"0",74414,5,1,0,56.04,56.04,0
"0",32415,6,1,0,57.65,57.65,0
"0",44412,6,1,0,58,58,0
"0",48613,6,1,0,58,58,0
"0",53415,6,1,0,58,58,0
"1",56414,6,1,0,58,58,0
"1",62413,6,1,0,56.53,56.53,0
"1",67214,6,1,0,55.53,55.53,0
"1",73213,6,1,0,54.24,54.24,0
"0",158,0,0,0,52.24,52.24,0
"0",30038,0,0,0,50.77,50.77,0
"0",34298,0,0,0,50.7,50.7,0
"1",70815,0,0,0,54.8,54.8,0
"1",72016,0,0,0,54.8,54.8,0
"1",84613,0,0,0,53,53,0
"1",85214,0,0,0,53,53,0
"0",37816,1,0,0,54.51,54.51,0
"1",50416,1,0,0,55.45,55.45,0
"1",52214,1,0,0,55.45,55.45,0
"1",71415,1,0,0,52.24,52.24,0
"1",72015,1,0,0,52.53,52.53,0
"1",75018,1,0,0,52.53,52.53,0
"1",77416,1,0,0,52.51,52.51,0
"1",81615,1,0,0,52.24,52.24,0
"0",26413,2,0,0,52.73,52.73,0
"1",30615,2,0,0,53.8,53.8,0
"1",31816,2,0,0,53.8,53.8,0
"0",34816,2,0,0,55.24,55.24,0
"0",52215,2,0,0,60.01,60.01,0
"1",58186,2,0,0,60.43,60.43,0
"1",58813,2,0,0,60.43,60.43,0
"1",60015,2,0,0,60.43,60.43,0
"1",70819,2,0,0,62.01,62.01,0
"1",84614,2,0,0,60.96,60.96,0
"1",16,3,0,0,61.04,61.04,0
"0",3617,3,0,0,60.53,60.53,0
"0",21015,3,0,0,59.97,59.97,0
"1",34816,3,0,0,61.53,61.53,0
"1",37214,3,0,0,62.08,62.08,0
"1",43220,3,0,0,61.41,61.41,0
"1",48615,3,0,0,60.57,60.57,0
"1",51614,3,0,0,60.28,60.28,0
"0",58813,3,0,0,59.53,59.53,0
"1",59415,3,0,0,59.53,59.53,0
"1",67818,3,0,0,60.24,60.24,0
"0",23414,4,0,0,58.49,58.49,0
"0",24014,4,0,0,58.49,58.49,0
"0",32417,4,0,0,55,55,0
"1",63016,4,0,0,54.24,54.24,0
"0",21613,5,1,0,52.42,52.42,0
"0",30012,5,1,0,53,53,0
"1",31215,5,1,0,53,53,0
"1",32416,5,1,0,54.24,54.24,0
"1",55813,5,1,0,55.64,55.64,0
"1",56414,5,1,0,55.64,55.64,0
"1",57015,5,1,0,55.64,55.64,0
"1",58812,5,1,0,53.77,53.77,0
"1",69612,5,1,0,55.22,55.22,0
"0",2414,6,1,0,57.73,57.73,0
"0",28815,6,1,0,57.73,57.73,0
"1",46820,6,1,0,57.73,57.73,0
"1",49816,6,1,0,57.73,57.73,0
"1",67826,6,1,0,57.73,57.73,0
"1",69614,6,1,0,57.73,57.73,0
"1",82823,6,1,0,57.73,57.73,0
"0",19213,0,0,0,55.24,55.24,0
"0",27015,0,0,0,54.51,54.51,0
"0",30615,0,0,0,55.24,55.24,0
"1",36018,0,0,0,56.92,56.92,0
"1",63618,0,0,0,57.97,57.97,0
"1",74416,0,0,0,55.28,55.28,0
"1",76814,0,0,0,54.55,54.55,0
"1",77415,0,0,0,54.55,54.55,0
"1",34215,1,0,0,52.97,52.97,0
"0",37216,1,0,0,54.62,54.62,0
"1",66617,1,0,0,60.32,60.32,0
"1",67819,1,0,0,60.32,60.32,0
"1",1213,2,0,0,54.76,54.76,0
"0",3615,2,0,0,54.76,54.76,0
"0",27623,2,0,0,51.51,51.51,0
"0",28837,2,0,0,54.41,54.41,0
"1",62417,2,0,0,67.16,67.16,0
"1",67215,2,0,0,64.35,64.35,0
"1",68420,2,0,0,62.57,62.57,0
"0",3015,3,0,0,57.49,57.49,0
"1",33617,3,0,0,58.11,58.11,0
"0",38416,3,0,0,61.4,61.4,0
"1",50416,3,0,0,71.2,71.2,0
"1",55213,3,0,0,71.61,71.61,0
"1",72017,3,0,0,61.78,61.78,0
"1",80414,3,0,0,56.22,56.22,0
"1",16,4,0,0,54.77,54.77,0
"0",2415,4,0,0,54.77,54.77,0
"0",35417,4,0,0,53.93,53.93,0
"1",53415,4,0,0,59.15,59.15,0
"1",54016,4,0,0,59.43,59.43,0
"0",82214,4,0,0,55.24,55.24,0
"0",84014,4,0,0,55.24,55.24,0
"0",22813,5,1,0,55,55,0
"0",31213,5,1,0,55.24,55.24,0
"0",48614,5,1,0,60.18,60.18,0
"0",82216,5,1,0,57.24,57.24,0
"0",25214,6,1,0,55.49,55.49,0
"0",41413,6,1,0,60.86,60.86,0
"0",44412,6,1,0,62.34,62.34,0
"0",48615,6,1,0,61.35,61.35,0
"0",53415,6,1,0,60.8,60.8,0
"0",72015,6,1,0,58.24,58.24,0
"0",78014,6,1,0,58,58,0
"0",78615,6,1,0,58,58,0
"0",84613,6,1,0,57.24,57.24,0
"0",1813,0,0,0,57,57,0
"0",21616,0,0,0,54.52,54.52,0
"0",28220,0,0,0,55.14,55.14,0
"0",39617,0,0,0,60.8,60.8,0
"0",40816,0,0,0,60.8,60.8,0
"0",48615,0,0,0,57.68,57.68,0
"0",54015,0,0,0,59.04,59.04,0
"1",63616,0,0,0,57.16,57.16,0
"1",67215,0,0,0,57.24,57.24,0
"1",69614,0,0,0,54.96,54.96,0
"0",76813,0,0,0,56,56,0
"0",81616,0,0,0,55.51,55.51,0
"0",84014,0,0,0,54.32,54.32,0
"0",3016,1,0,0,54.51,54.51,0
"0",27614,1,0,0,53.27,53.27,0
"0",34815,1,0,0,54.18,54.18,0
"0",40817,1,0,0,56.66,56.66,0
"0",55214,1,0,0,58.33,58.33,0
"0",55814,1,0,0,58.33,58.33,0
"0",63014,1,0,0,57.49,57.49,0
"0",76813,1,0,0,55.24,55.24,0
"0",21616,2,0,0,51.07,51.07,0
"0",25216,2,0,0,50.67,50.67,0
"0",43216,2,0,0,60.43,60.43,0
"0",46817,2,0,0,61.37,61.37,0
"0",55814,2,0,0,61.95,61.95,0
"0",85815,2,0,0,56.05,56.05,0
"0",27015,3,0,0,53.69,53.69,0
"0",31817,3,0,0,55.04,55.04,0
"0",42013,3,0,0,58.87,58.87,0
"0",57617,3,0,0,64.54,64.54,0
"0",61215,3,0,0,62.54,62.54,0
"0",67215,3,0,0,61.54,61.54,0
"0",34813,4,0,0,56.72,56.72,0
"0",48015,4,0,0,61.99,61.99,0
"0",77414,4,0,0,58.72,58.72,0
"0",81614,4,0,0,58.33,58.33,0
"0",36015,5,1,0,58.54,58.54,0
"0",79218,5,1,0,58.39,58.39,0
"0",85215,5,1,0,57.76,57.76,0
"0",1814,6,1,0,57.77,57.77,0
"0",27013,6,1,0,55.03,55.03,0
"0",48013,6,1,0,54,54,0
"0",49816,6,1,0,54,54,0
"0",50416,6,1,0,53.79,53.79,0
"0",53416,6,1,0,53.79,53.79,0
"0",60615,6,1,0,53.37,53.37,0
"0",63623,6,1,0,53.16,53.16,0
"0",79223,6,1,0,52.16,52.16,0
"0",84012,6,1,0,51.47,51.47,0
"0",85814,6,1,0,51.47,51.47,0
"0",1814,0,0,0,51.47,51.47,0
"0",3616,0,0,0,51.47,51.47,0
"0",19213,0,0,0,51,51,0
"0",21615,0,0,0,50.76,50.76,0
"0",27615,0,0,0,51,51,0
"0",34223,0,0,0,52.69,52.69,0
"0",45016,0,0,0,57.09,57.09,0
"0",46819,0,0,0,56.69,56.69,0
"1",73814,0,0,0,56.72,56.72,0
"1",48016,1,0,0,58.46,58.46,0
"0",51614,1,0,0,59.7,59.7,0
"1",79220,1,0,0,54.49,54.49,0
"0",85815,1,0,0,54.24,54.24,0
"0",19213,2,0,0,52.76,52.76,0
"0",24618,2,0,0,52.76,52.76,0
"0",26423,2,0,0,53,53,0
"0",28225,2,0,0,53,53,0
"0",31214,2,0,0,53.72,53.72,0
"0",35421,2,0,0,54.51,54.51,0
"0",37814,2,0,0,55.41,55.41,0
"1",60617,2,0,0,56.52,56.52,0
"1",73239,2,0,0,55.63,55.63,0
"1",76814,2,0,0,55.38,55.38,0
"1",81018,2,0,0,55.13,55.13,0
"0",2415,3,0,0,54.67,54.67,0
"0",21620,3,0,0,54,54,0
"0",27619,3,0,0,54.49,54.49,0
"1",42621,3,0,0,57.34,57.34,0
"1",75015,3,0,0,55.49,55.49,0
"1",78015,3,0,0,55.49,55.49,0
"1",85215,3,0,0,54.51,54.51,0
"0",1214,4,0,0,53.97,53.97,0
"0",35423,4,0,0,54.69,54.69,0
"0",39619,4,0,0,56.65,56.65,0
"1",46222,4,0,0,56.65,56.65,0
"1",48617,4,0,0,57.65,57.65,0
"0",51615,4,0,0,58.38,58.38,0
"1",63015,4,0,0,57.97,57.97,0
"1",67815,4,0,0,57.27,57.27,0
"1",70815,4,0,0,55.49,55.49,0
"0",28816,5,1,0,51.24,51.24,0
"0",34215,5,1,0,51.8,51.8,0
"0",54017,5,1,0,60.83,60.83,0
"0",55815,5,1,0,60.83,60.83,0
"0",64217,5,1,0,56.54,56.54,0
"0",76813,5,1,0,53.22,53.22,0
"0",42,6,1,0,52,52,0
"0",30614,6,1,0,51.45,51.45,0
"1",74415,6,1,0,56.24,56.24,0
"1",80407,6,1,0,56.68,56.68,0
"1",81008,6,1,0,56.68,56.68,0
"0",82812,6,1,0,55.77,55.77,0
"0",23416,0,0,0,55.53,55.53,0
"0",30015,0,0,0,55.24,55.24,0
"1",37214,0,0,0,59.13,59.13,0
"1",38417,0,0,0,59.13,59.13,0
"1",42017,0,0,0,59.28,59.28,0
"1",55818,0,0,0,64.51,64.51,0
"1",57622,0,0,0,63.91,63.91,0
"1",60020,0,0,0,63.91,63.91,0
"1",62415,0,0,0,64,64,0
"0",1816,1,0,0,56.82,56.82,0
"0",19815,1,0,0,55.04,55.04,0
"0",25220,1,0,0,56.77,56.77,0
"0",30616,1,0,0,57.66,57.66,0
"1",43222,1,0,0,65.88,65.88,0
"1",48623,1,0,0,68.66,68.66,0
"1",64279,1,0,0,69.34,69.34,0
"1",64882,1,0,0,68.61,68.61,0
"1",70816,1,0,0,66.1,66.1,0
"1",81014,1,0,0,63.64,63.64,0
"1",46219,2,0,0,76.04,76.04,0
"0",51615,2,0,0,77.83,77.83,0
"0",54022,2,0,0,81.52,81.52,0
"1",57622,2,0,0,81.61,81.61,0
"1",60023,2,0,0,81.61,81.61,0
"0",1816,3,0,0,64.88,64.88,0
"0",2417,3,0,0,64.88,64.88,0
"0",24615,3,0,0,58.49,58.49,0
"0",26414,3,0,0,58.72,58.72,0
"0",31816,3,0,0,59.28,59.28,0
"0",35416,3,0,0,60.1,60.1,0
"1",37815,3,0,0,60.36,60.36,0
"1",41416,3,0,0,63.28,63.28,0
"0",44415,3,0,0,63.77,63.77,0
"1",56422,3,0,0,62,62,0
"1",62428,3,0,0,60.91,60.91,0
"1",63630,3,0,0,60.91,60.91,0
"1",69616,3,0,0,60,60,0
"1",73815,3,0,0,60,60,0
"1",77415,3,0,0,59.73,59.73,0
"1",1214,4,0,0,58.76,58.76,0
"0",1815,4,0,0,58.76,58.76,0
"1",45015,4,0,0,59.76,59.76,0
"1",46217,4,0,0,59.76,59.76,0
"1",63617,4,0,0,60.28,60.28,0
"0",85815,4,0,0,57.73,57.73,0
"0",42617,5,1,0,58,58,0
"1",51614,5,1,0,58.78,58.78,0
"0",73213,5,1,0,58,58,0
"0",26414,6,1,0,56.24,56.24,0
"1",36024,6,1,0,56.73,56.73,0
"1",42063,6,1,0,56.97,56.97,0
"0",44413,6,1,0,56.97,56.97,0
"1",63014,6,1,0,57.23,57.23,0
"1",63615,6,1,0,57.23,57.23,0
"1",70215,6,1,0,56.55,56.55,0
"1",72018,6,1,0,56.33,56.33,0
"1",74415,6,1,0,56.33,56.33,0
"1",77415,6,1,0,56.33,56.33,0
"1",78016,6,1,0,56.33,56.33,0
"0",1213,0,0,0,55.53,55.53,0
"0",2415,0,0,0,55.53,55.53,0
"0",21016,0,0,0,55.33,55.33,0
"0",26414,0,0,0,55.51,55.51,0
"1",31217,0,0,0,56.24,56.24,0
"1",67221,0,0,0,57.91,57.91,0
"1",1214,1,0,0,55.5,55.5,0
"0",25217,1,0,0,55.33,55.33,0
"0",26416,1,0,0,55.33,55.33,0
"0",37816,1,0,0,56.69,56.69,0
"0",39623,1,0,0,57.49,57.49,0
"1",40814,1,0,0,57.49,57.49,0
"1",41415,1,0,0,57.49,57.49,0
"1",45622,1,0,0,58.46,58.46,0
"1",67215,1,0,0,56,56,0
"1",67815,1,0,0,56,56,0
"1",80415,1,0,0,56.33,56.33,0
"0",3617,2,0,0,55.24,55.24,0
"1",35417,2,0,0,56.93,56.93,0
"1",37819,2,0,0,57.95,57.95,0
"1",48014,2,0,0,58.62,58.62,0
"1",50417,2,0,0,59.18,59.18,0
"1",60018,2,0,0,59.46,59.46,0
"1",63021,2,0,0,58.46,58.46,0
"0",3016,3,0,0,57,57,0
"0",24615,3,0,0,53,53,0
"0",36017,3,0,0,56.42,56.42,0
"0",48014,3,0,0,59.11,59.11,0
"0",52219,3,0,0,60.61,60.61,0
"1",67225,3,0,0,58.49,58.49,0
"1",71420,3,0,0,56.73,56.73,0
"1",76816,3,0,0,55,55,0
"1",80418,3,0,0,55.2,55.2,0
"0",19815,4,0,0,52.23,52.23,0
"1",48014,4,0,0,64.4,64.4,0
"1",49216,4,0,0,64.4,64.4,0
"0",40815,6,1,0,67.84,67.84,0
"1",63016,6,1,0,73.1,73.1,0
"1",70814,6,1,0,68.79,68.79,0
"1",48015,0,0,0,73.85,73.85,0
"1",50418,0,0,0,73.06,73.06,0
"1",55214,0,0,0,70.06,70.06,0
"1",73817,0,0,0,64.05,64.05,0
"1",74418,0,0,0,64.05,64.05,0
"1",78620,0,0,0,62.54,62.54,0
"0",27016,1,0,0,60.57,60.57,0
"0",31823,1,0,0,62.55,62.55,0
"1",40816,1,0,0,66.23,66.23,0
"1",48638,1,0,0,68.42,68.42,0
"1",34216,2,0,0,60.91,60.91,0
"1",55215,2,0,0,65.52,65.52,0
"1",60023,2,0,0,66.08,66.08,0
"1",69616,2,0,0,61.18,61.18,0
"1",71419,2,0,0,61.18,61.18,0
"1",79220,2,0,0,60,60,0
"1",82216,2,0,0,60,60,0
"1",82816,2,0,0,60,60,0
"0",85818,2,0,0,60,60,0
"0",3615,3,0,0,59.73,59.73,0
"1",52817,3,0,0,65.34,65.34,0
"1",55825,3,0,0,64.54,64.54,0
"1",59416,3,0,0,65.09,65.09,0
"1",60017,3,0,0,65.09,65.09,0
"1",61219,3,0,0,63.51,63.51,0
"1",76815,3,0,0,62,62,0
"0",82821,3,0,0,61.8,61.8,0
"0",19814,4,0,0,58.24,58.24,0
"0",21015,4,0,0,58.24,58.24,0
"0",24617,4,0,0,59.61,59.61,0
"1",48616,4,0,0,58.33,58.33,0
"0",49217,4,0,0,58.33,58.33,0
"1",57619,4,0,0,59,59,0
"1",60015,4,0,0,59,59,0
"1",81014,4,0,0,56.24,56.24,0
"0",1815,5,1,0,56,56,0
"0",33616,5,1,0,57.1,57.1,0
"0",44418,5,1,0,61.28,61.28,0
"0",49814,5,1,0,62,62,0
"0",52814,5,1,0,61.18,61.18,0
"0",55213,5,1,0,61.42,61.42,0
"0",60617,5,1,0,61.46,61.46,0
"1",70817,5,1,0,58.73,58.73,0
"0",1213,6,1,0,57.73,57.73,0
"0",19813,6,1,0,56,56,0
"0",21014,6,1,0,56,56,0
"0",34213,6,1,0,59.67,59.67,0
"0",38415,6,1,0,60.66,60.66,0
"0",42014,6,1,0,61.93,61.93,0
"0",44414,6,1,0,63.15,63.15,0
"0",55814,6,1,0,61.22,61.22,0
"0",61219,6,1,0,59.62,59.62,0
"1",67215,6,1,0,59.06,59.06,0
"1",81614,6,1,0,55.31,55.31,0
"0",20414,0,0,0,51,51,0
"0",21015,0,0,0,51,51,0
"0",37214,0,0,0,56.28,56.28,0
"1",42017,0,0,0,59.22,59.22,0
"1",62415,0,0,0,61.44,61.44,0
"1",71418,0,0,0,58,58,0
"0",2415,1,0,0,55.72,55.72,0
"0",3016,1,0,0,55.72,55.72,0
"0",49842,1,0,0,58.45,58.45,0
"1",59415,1,0,0,60,60,0
"1",71415,1,0,0,56.72,56.72,0
"1",79217,1,0,0,55.53,55.53,0
"1",17,2,0,0,55.97,55.97,0
"0",24617,2,0,0,55,55,0
"0",31816,2,0,0,54.64,54.64,0
"0",35417,2,0,0,55,55,0
"1",43220,2,0,0,57.93,57.93,0
"1",51622,2,0,0,57,57,0
"1",17,3,0,0,55,55,0
"0",26416,3,0,0,55.49,55.49,0
"1",41418,3,0,0,59.57,59.57,0
"1",74416,3,0,0,58.47,58.47,0
"1",77415,3,0,0,57.05,57.05,0
"1",78617,3,0,0,57.05,57.05,0
"1",82216,3,0,0,55.76,55.76,0
"0",85816,3,0,0,55.24,55.24,0
"0",1214,4,0,0,55.33,55.33,0
"0",27620,4,0,0,55.05,55.05,0
"0",31217,4,0,0,55.8,55.8,0
"0",33638,4,0,0,55.8,55.8,0
"1",43241,4,0,0,57.99,57.99,0
"1",57619,4,0,0,62.39,62.39,0
"1",60618,4,0,0,62.39,62.39,0
"1",63618,4,0,0,62.39,62.39,0
"0",19815,5,1,0,58.96,58.96,0
"0",21017,5,1,0,58.96,58.96,0
"0",23414,5,1,0,58.67,58.67,0
"0",24615,5,1,0,58.67,58.67,0
"0",27616,5,1,0,60.49,60.49,0
"0",34825,5,1,0,65.43,65.43,0
"0",36032,5,1,0,67.65,67.65,0
"0",41414,5,1,0,70.22,70.22,0
"0",49817,5,1,0,73.41,73.41,0
"1",63616,5,1,0,74.06,74.06,0
"1",64817,5,1,0,66,66,0
"1",75016,5,1,0,68.55,68.55,0
"0",21615,6,1,0,61.67,61.67,0
"0",37214,6,1,0,66.37,66.37,0
"0",43217,6,1,0,71.56,71.56,0
"0",49215,6,1,0,68.72,68.72,0
"0",79217,6,1,0,55.73,55.73,0
"0",1814,0,0,0,55.73,55.73,0
"0",3616,0,0,0,55.73,55.73,0
"0",19214,0,0,0,54.73,54.73,0
"0",33614,0,0,0,56.61,56.61,0
"1",39619,0,0,0,58.84,58.84,0
"0",43219,0,0,0,58.8,58.8,0
"1",75620,0,0,0,55.72,55.72,0
"0",26415,1,0,0,55.18,55.18,0
"0",31817,1,0,0,55.18,55.18,0
"0",32418,1,0,0,56.18,56.18,0
"0",34817,1,0,0,56.18,56.18,0
"0",42616,1,0,0,58.22,58.22,0
"0",43816,1,0,0,59.33,59.33,0
"1",50423,1,0,0,61.95,61.95,0
"0",85255,0,0,0,57.53,57.53,0
